,LacyClayMO1,RosLehtinen,senrobportman,RepThompson,repdonnaedwards,SenMarkey,WhipHoyer,senorrinhatch,SenJeffMerkley,RepMcGovern,DonaldNorcross,RepMikeQuigley,RepWilson,RepMaloney,CongressmanGT,RepYvetteClarke,RepKinzinger,MarkUdall,RepByrne,cbrangel,FrankPallone,repdinatitus,RepBeatty,repjoecrowley,SenatorLeahy,SenatorBaldwin,RepSwalwell,SenSchumer,NydiaVelazquez,SenatorCardin,NancyPelosi,RepPaulTonko,SenatorKirk,RepBarbaraLee,RepAdams,RepReneeEllmers,SusanWBrooks,RepLoisFrankel,SenJohnMcCain,SenTedCruz,SpeakerRyan,USRepLong,USRepKCastor,SenBlumenthal,RepLujanGrisham,SenGillibrand,senatemajldr,RepScottPeters,SpeakerBoehner,marcorubio,RepMarciaFudge,JimLangevin,SenatorTomUdall,RepGraceMeng,SenatorTester,MarioDB,SenatorMenendez,RepGregoryMeeks,janschakowsky,SenDeanHeller,JoaquinCastrotx,CongHuelskamp,RonWyden,LEETERRYNE,SenatorDurbin,RepPeteOlson,RepKClark,SenFeinstein,RepDanKildee,RepCummings,cathymcmorris,SenatorFischer,SenCapito,RepGoodlatte,RepDelBene,BruceBraley,RepSamGraves,RepDianeBlack,RoyBlunt,RepGwenMoore,RepRubenGallego,RepRichHudson,RepRoybalAllard,rep_stevewomack,RepTedDeutch,PattyMurray,JohnCornyn,RepDianaDeGette,SenJackReed,SenatorTimScott,SenatorHeitkamp,RepFredUpton,RepJerryNadler,McCaskillOffice,GKButterfield,RepBrianHiggins,repcleaver,SenPatRoberts,RepDonaldPayne,replouiegohmert,SenatorSinema,SenatorCarper,SenatorLankford,RepRichardHanna,RepCardenas,SenWhitehouse,RepHartzler,RepLowenthal,SenBobCasey,SenatorWicker,RepGaramendi,BobbyScott,BettyMcCollum04,RepVeasey,RepSpeier,rosadelauro,keithellison,RepEBJ,RepRaulGrijalva,RepTimWalz,RepRickLarsen,SenFranken,MikeCrapo,RepPerlmutter,RepCicilline,JacksonLeeTX18,RepEsty,GOPLeader,MikeKellyPA,RepRobinKelly,RepTerriSewell,repjohnkline,RepDold,RepKevinBrady,RepEdRoyce,RepMeehan,SteveScalise,ChrisMurphyCT,RepJoeKennedy,RepDWStweets,RepBillFlores,WaxmanClimate,chakafattah,Sen_JoeManchin,RepFitzpatrick,RepDougCollins,KeithRothfus,SenDonnelly,TulsiPress,RepRickCrawford,RepHankJohnson,SenGaryPeters,PeterRoskam,SenAlexander,RepFincherTN08,RepFrankGuinta,SenBooker,RepSteveIsrael,SteveDaines,RepMcKinley,SenatorIsakson,RepErikPaulsen,RepCuellar,RepLipinski,RepJoeBarton,RepChrisCollins,RepStephenLynch,RepScottRigell,RepCheri,RepDennyHeck,JackKingston,MarkWarner,boblatta,RepMarcyKaptur,RepMikeHonda,RepLoBiondo,PatrickMcHenry,maziehirono,RodneyDavis,SenJohnHoeven,RepTimRyan,RepAdrianSmith,SenBobCorker,RepTomGraves,DesJarlaisTN04,GovRonDeSantis,RepJohnConyers,RepGusBilirakis,louiseslaughter,RepJasonSmith,BillCassidy,RepWalorski,SenAngusKing,RepTomPrice,RepSeanMaloney,RepSteveStivers,RepKristiNoem,RepStevePearce,SenDuckworth,RepKarenBass,RepChrisStewart,SenMikeLee,RepSteveChabot,RepLarryBucshon,RepDLamborn,RepBillFoster,JudgeCarter,RepAnnWagner,DarrellIssa,RepKevinYoder,RepDavid,RepAndyBarr,RepSeanDuffy,RepJimRenacci,RepMcNerney,RepPhilGingrey,SenTomCotton,RepLindaSanchez,SenLandrieu,RepJeffries,RepAdamSchiff,RepCharlieDent,SenatorShaheen,RepBradWenstrup,RandyNeugebauer,RepLynnJenkins,RepGosar,RepTomMarino,SenJohnBarrasso,michaelcburgess,RepJeffDenham,PeteSessions,RepKenMarchant,USRepRickNolan,RepHuffman,RepJoeCourtney,JohnBoozman,RepDaveJoyce,RepLouBarletta,RepAnnieKuster,RepDennisRoss,aaronschock,RepBillJohnson,RepCartwright,SenatorHarkin,RepLoisCapps,SenSherrodBrown,RepBonamici,MarshaBlackburn,RepMikeRogersAL,RepJohnYarmuth,RepBera,RepJBridenstine,ToddRokita,RepThomasMassie,SenCoonsOffice,RepGeneGreen,SenRonJohnson,RepMikeTurner,RepRWilliams,jahimes,SenatorBegich,RepMikeRogers,USRepDavidJolly,RepJeffDuncan,JuliaBrownley26,RepWebster,JohnCarneyDE,SenSanders,lisamurkowski,MicheleBachmann,DorisMatsui,RepMullin,SenKevinCramer,JerryMoran,askgeorge,TomRooney,Call_Me_Dutch,SenToomey,SenatorBarb,SenatorBoxer,MaxineWaters,amyklobuchar,RepBobGibbs,RepShimkus,RepJimCosta,RepPaulCook,RepMikeCoffman,SenatorEnzi,ChrisVanHollen,RepAndreCarson,SenJohnThune,LorettaSanchez,DocHastings,GerryConnolly,RobWittman,NitaLowey,GrahamBlog,jaredpolis,PeterWelch,RepZoeLofgren,RepRibble,farenthold,RepRichmond,RepBillShuster,RepRobWoodall,TGowdySC,repsandylevin,RepWalberg,SenBennetCO,RepMcCaul,TXRandy14,SenatorBurr,RepHastingsFL,jasoninthehouse,RepAdamSmith,RepLukeMesser,SenCoryGardner,RepScottPerry,RepPittenger,RepMarthaRoby,RepDaveBrat,LamarSmithTX21,TimBishopNY,SanfordBishop,SenatorReid,InhofePress,SenThadCochran,RepBlaine,davereichert,BillPascrell,RepGarrett,RepMarkTakano,SenDanCoats,RepJohnLarson,RepTipton,RepAndyHarrisMD,SenWarren,RepDerekKilmer,RepRobertHurt,RepTomReed,RepStutzman,RepTierney,Jim_Jordan,SenStabenow,CongPalazzo,SenBrianSchatz,JeffFortenberry,RepFilemonVela,RepAnnaEshoo,KenCalvert,RepHalRogers,RepCurtClawson,RepTomRice,GreggHarper,RepJoeWilson,johnculberson,Clyburn,virginiafoxx,RepJimMcDermott,RepChrisSmith,RepSanfordSC,repdavidscott,MarkAmodeiNV2,RepMGriffith,RepKayGranger,ConawayTX11,SenatorCollins,SteveKingIA,RepDavidValadao,JeffFlake,RepSarbanes,TomLatham,RepEdWhitfield,VernBuchanan,ChuckGrassley,RepRichardNeal,SenatorRisch,USRepRodney,CongressmanRuiz,SenShelby,RepMoBrooks,RepFleming,Jim_Moran,RepTedYoho,RepPeterDeFazio,repdonyoung,AustinScottGA08,RepHanabusa,RepRonKind,RepGuthrie,RepSchrader,RepHensarling,BillOwensNY,daveloebsack,RepVisclosky,BradSherman,JimPressOffice,TomColeOK04,repjohnlewis,MacTXPress,RepBobbyRush,SenJohnsonSD,collinpeterson,repbenraylujan,USRepMikeDoyle,AnderCrenshaw,DrPhilRoe,Randy_Forbes,BennieGThompson,RepMarkMeadows,SaxbyChambliss,CongressmanDan,CynthiaLummis,repgregwalden,RepJimMatheson,RepJohnDuncanJr,Robert_Aderholt,congbillposey,HowardCoble,SamsPressShop,RepLaMalfa,RepBrady,RepHolding,Rep_Hunter,BuckMcKeon,RepGaryMiller,HerreraBeutler,mikecapuano,RepFrankLucas,RepPeteKing,CandiceMiller,CongMikeSimpson,BlumenauerMedia,RepMcClintock,LuisGutierrez,SenBillNelson,RepMcCarthyNY,DanaRohrabacher,BachusAL06,DuncanHunter,jeffsessions,EleanorNorton,MikeKellyforPA,RandPaul,RepRobBishop,SenToddYoung,GeorgeHolding,RepHuizenga,RepJoseSerrano,RepSusanDavis,USRepKeating,RepWalterJones,ChrisCoons,timkaine,RepCohen,RepJuanVargas,RepDannyDavis,ChelliePingree,repblumenauer,RepJimCooper,RepSires,RepLloydDoggett,Repkirkpatrick,RepAlGreen,RepJudyChu,SenatorCantwell,RepDavidEPrice,SecPompeo,MartinHeinrich,justinamash,DevinNunes,GraceNapolitano,RepChuck,RepEliotEngel
SenBrianSchatz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JeffFortenberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,0,0,0,5,2,0,0,1,9,0,0,0,8,0,0,0,0,0,12,4,0,3,0,0,4,0,0,0,0,5,0,1,0,7,6,7,9,0,0,4,0,0,0,0,8,0,0,4,0,0,0,3,7,5,8,7,4,3,0,3,0,0,5,0,5,2,5,5,0,6,0,9,6,8,6,4,3,3,6,10,0,5,7,6,0,10,0,0,0,5,4,4,8,1,5,7,6,6,4,0,5,3,0,4,3,0,0,3,3,4,5,9,0,5,3,7,0,7,7,10,4,4,8,8,6,1,3,6,5,2,5,1,6,0,4,2,0,0,0,3,5,6,6,5,2,1,5,0,1,0,0,2,3,5,0,0,3,3,0,0,2,5,3,0,0,2,5,6,5,1,4,0,0,8,0,3,10,4,3,3,4,0,4,3,0,3,6,4,1,3,4,5,5,3,10,1,2,4,6,3,5,7,5,2,0,6,9,3,6,0,0,0,0,4,3,4,11,9,6,4,1,4,7,3,2,4,6,0,2,0,2,4,1,5,2,5,0,0,0,4,2,0,0,1,5,2,0,3,5,5,2,0,1,6,4,5,3,2,9,3,4,2,6,5,1,0,1,3,0,5,2,9,6,7,1,1,2,1,1,3,1,2,5,1,2,0,0,1,7,0,0,1,1,0,3,0,2,4,6,0,1,4,3,3,3,1,10,4,0,1,3,3,1,3,2,0,1,1,0,3,2,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,3,1,7,4,4,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1
RepFilemonVela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,0,0,1,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,0,0,1,0,0,0,0,0,1,1,4,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,2,0,3,0,1,1,0,0,0,0,3,0,0,0,1,3,0,2,0,0,0,2,0,0,0,3,1,1,2,0,0,0,2,1,0,1,0,0,1,0,4,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RepAnnaEshoo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,5,0,0,0,19,15,0,0,10,19,0,0,0,7,0,0,0,0,0,13,7,0,5,0,0,9,0,0,0,2,20,0,4,0,7,9,8,10,0,0,4,2,0,0,0,9,0,0,7,0,0,0,5,10,1,12,10,6,5,7,10,0,0,8,0,23,4,9,14,0,2,0,7,5,6,7,8,18,4,19,11,3,6,8,6,0,9,0,0,0,12,8,7,7,4,4,15,12,10,8,0,5,7,0,5,16,0,0,12,6,16,10,7,0,8,6,10,0,10,7,9,10,4,6,18,19,1,4,9,4,7,7,4,9,2,17,22,0,0,0,5,23,16,6,6,5,3,9,0,1,0,0,2,5,2,0,0,5,5,0,0,4,27,4,0,0,22,3,13,5,11,16,0,0,8,0,12,9,3,2,12,13,0,19,3,0,1,18,1,3,14,24,6,8,18,10,0,1,12,8,8,4,6,5,12,0,18,7,6,9,0,0,0,0,16,9,7,8,9,9,2,2,5,21,3,8,5,9,0,13,0,4,1,14,5,3,5,0,4,2,0,4,5,1,2,4,4,0,14,7,16,1,3,3,3,6,3,3,6,6,2,6,11,5,7,2,0,3,2,0,2,2,8,8,19,5,8,3,1,3,9,3,1,7,1,5,0,1,2,7,5,0,8,3,0,16,3,2,3,4,2,1,6,2,4,7,0,4,2,0,0,3,3,8,4,0,0,1,2,1,4,3,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,6,8,20,4,7,0,0,0,17,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,0,4,2
KenCalvert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,15,13,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,10,0,0,0,8,3,0,0,5,7,0,0,0,12,0,0,0,0,0,23,2,0,11,0,0,12,0,0,0,0,11,0,0,0,3,16,16,22,0,0,7,1,0,0,0,23,0,0,7,0,0,0,9,8,8,15,17,4,9,1,3,0,0,11,0,7,9,12,7,0,7,0,14,9,12,12,13,4,8,9,21,1,9,2,17,0,21,0,0,0,5,14,9,15,12,11,5,24,21,6,0,8,12,0,12,2,0,0,3,8,6,3,8,0,17,7,16,0,19,11,12,17,13,9,10,4,1,9,18,5,6,10,2,16,2,5,2,0,0,0,11,3,5,10,20,5,2,2,0,3,0,0,2,6,7,0,0,11,3,0,0,6,4,9,0,0,2,14,6,12,5,8,0,0,14,0,5,21,9,7,5,8,0,5,10,0,2,6,5,0,4,4,6,9,7,10,1,0,5,12,1,6,16,8,3,0,7,19,13,22,0,0,0,0,5,7,3,14,14,12,9,2,11,7,5,0,13,12,0,4,0,7,9,4,10,2,6,0,2,0,4,0,8,2,10,13,1,0,5,9,6,7,3,1,9,5,4,5,3,4,5,9,1,8,11,3,0,1,6,0,3,3,10,8,5,5,2,4,2,0,1,7,2,3,2,4,0,2,0,4,2,0,2,2,0,4,0,7,5,11,1,4,9,5,7,11,1,6,5,1,0,5,4,2,10,2,0,0,4,0,3,2,0,0,0,0,2,1,0,0,0,0,0,0,6,0,0,0,0,15,2,6,3,9,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0
RepHalRogers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,6,0,0,0,9,4,0,0,2,5,0,0,0,7,0,0,0,0,0,12,2,0,7,0,0,5,0,0,0,0,6,0,0,0,3,8,4,11,0,0,8,1,0,0,0,10,0,0,1,0,0,0,8,7,5,8,9,1,9,1,4,0,0,8,0,6,2,9,4,0,4,0,9,5,4,8,6,3,4,5,14,3,9,2,6,0,11,0,0,0,2,11,3,5,3,5,7,11,7,2,0,5,8,0,6,5,0,0,3,3,3,2,4,0,8,7,9,0,3,6,9,9,7,7,11,3,1,5,11,1,2,6,6,11,0,7,4,0,0,0,8,4,5,5,11,1,2,7,0,4,0,0,1,2,2,0,0,7,4,0,0,2,4,6,0,0,4,9,5,6,3,2,0,0,5,0,3,8,6,3,3,8,0,3,8,0,3,3,1,1,1,3,5,5,9,7,1,1,3,9,0,2,7,5,4,0,7,7,6,10,0,0,0,0,6,6,1,5,10,8,7,0,6,6,1,2,6,3,0,3,0,6,4,2,3,1,3,0,0,0,5,8,0,0,6,9,1,0,4,5,1,2,1,2,6,3,1,4,2,2,1,3,1,7,6,3,0,1,3,0,1,2,4,3,5,1,1,3,1,0,2,7,2,5,1,4,1,0,0,6,1,0,2,1,0,4,0,3,2,7,3,1,7,2,4,8,0,4,3,0,0,3,3,2,7,1,0,0,2,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,3,2,6,1,7,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
RepCurtClawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,4,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,2,1,1,0,1,0,2,0,0,0,0,2,1,1,1,2,0,2,2,2,0,0,1,0,1,0,0,0,0,1,0,2,2,0,3,1,1,0,4,1,0,3,1,2,0,1,0,1,1,1,2,2,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,3,1,0,0,0,4,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,0,3,0,1,0,0,0,1,2,0,0,1,2,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RepTomRice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,26,13,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,7,0,0,0,9,2,1,0,1,8,0,0,0,13,0,0,0,0,0,20,1,0,11,0,0,11,0,0,0,1,12,0,3,0,3,16,15,17,0,1,4,0,0,0,0,16,0,0,4,0,0,0,8,5,7,20,21,1,6,0,2,0,0,12,0,6,5,12,3,0,8,0,18,9,10,13,12,3,6,10,21,2,8,4,20,0,19,0,0,0,3,11,10,15,11,8,4,21,11,6,0,9,10,0,11,3,0,0,4,4,7,4,8,0,11,11,18,0,14,10,7,12,11,13,12,5,1,5,17,5,1,11,5,13,0,5,1,0,0,0,10,2,4,8,13,7,1,6,0,2,0,0,0,3,1,0,0,13,3,0,0,3,4,9,0,0,3,11,5,10,1,5,0,0,14,0,4,18,9,7,1,8,0,5,12,0,3,3,7,2,4,3,9,10,4,13,1,2,4,13,3,5,16,7,4,0,7,16,9,14,0,0,0,0,5,2,1,9,18,15,8,1,12,5,3,3,12,9,0,3,0,11,8,2,8,0,7,0,1,0,2,10,6,1,0,12,7,0,2,14,2,3,4,1,6,7,2,6,2,5,5,3,3,10,13,5,0,3,7,0,3,4,6,10,6,6,3,2,2,2,3,7,5,6,2,3,0,1,0,7,1,0,1,1,0,4,0,5,7,11,0,3,6,3,5,12,0,4,3,1,0,5,6,2,9,0,0,1,1,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,12,1,3,0,8,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0
GreggHarper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,26,19,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,0,15,0,0,0,14,8,1,0,3,12,0,0,0,15,0,0,0,0,0,23,4,0,12,0,0,17,0,0,0,1,12,0,2,0,11,24,14,25,0,1,9,1,0,0,0,26,0,0,8,0,0,0,12,13,11,25,24,4,10,1,4,0,0,18,0,11,5,21,6,0,9,0,15,10,15,12,8,4,10,14,24,2,20,10,16,0,26,0,0,0,7,14,8,18,12,11,11,23,18,8,0,13,12,0,18,8,0,0,8,10,6,6,9,0,20,15,20,0,21,9,19,17,18,16,15,6,2,10,24,7,4,11,8,23,2,5,6,0,0,0,14,6,9,11,19,6,3,13,0,2,0,0,4,9,9,0,0,16,5,0,0,4,7,8,0,0,5,11,9,18,4,7,0,0,15,0,7,29,18,12,8,14,0,9,13,0,1,9,3,0,6,7,9,15,8,15,2,4,11,19,1,8,18,11,4,0,10,15,12,21,0,0,0,0,9,6,3,10,21,17,15,2,8,9,6,4,14,10,0,7,0,11,12,4,13,2,13,0,5,0,4,13,9,2,12,0,4,0,3,13,4,4,0,1,10,13,4,10,4,7,6,10,3,12,18,4,0,1,11,0,10,6,10,8,7,6,3,7,2,2,3,8,2,10,3,5,1,1,1,10,3,0,3,2,0,7,1,6,10,11,1,5,11,8,5,15,2,12,7,0,0,5,9,2,12,2,0,1,6,0,5,3,1,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,15,4,8,3,11,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1
RepJoeWilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,1,2,0,0,1,6,0,0,0,6,0,0,0,0,0,6,1,0,4,0,0,3,0,0,0,0,5,0,2,0,3,6,7,7,0,0,2,0,0,0,0,7,0,0,0,0,0,0,4,0,3,7,8,0,4,0,0,0,0,3,0,3,4,8,2,0,3,0,6,4,5,5,6,0,3,5,6,2,3,3,7,0,6,0,0,0,3,5,5,6,4,3,2,10,5,3,0,2,7,0,4,1,0,0,5,3,2,2,2,0,5,7,8,0,6,7,4,5,5,6,4,4,0,2,6,2,2,4,3,5,0,3,2,0,0,0,5,3,3,5,5,4,0,3,0,1,0,0,0,3,0,0,0,4,1,0,0,3,4,4,0,0,3,4,2,7,0,6,0,0,7,0,2,8,5,2,2,2,0,2,4,0,3,3,3,2,4,2,4,3,1,8,1,2,2,7,3,5,7,4,3,0,5,7,4,5,0,0,0,0,3,0,2,6,8,7,2,2,4,4,2,2,4,8,0,0,0,5,3,1,3,1,8,0,2,0,4,1,1,1,7,4,0,0,1,7,3,1,0,1,2,4,1,5,2,5,3,2,2,4,5,1,0,1,5,0,1,3,3,5,3,4,2,1,2,1,2,4,1,6,1,1,0,0,0,5,1,0,0,1,0,1,0,2,2,5,0,0,6,1,3,5,0,2,2,0,0,4,3,1,4,0,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,3,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0
