,LacyClayMO1,RosLehtinen,senrobportman,RepThompson,repdonnaedwards,SenMarkey,WhipHoyer,senorrinhatch,SenJeffMerkley,RepMcGovern,DonaldNorcross,RepMikeQuigley,RepWilson,RepMaloney,CongressmanGT,RepYvetteClarke,RepKinzinger,MarkUdall,RepByrne,cbrangel,FrankPallone,repdinatitus,RepBeatty,repjoecrowley,SenatorLeahy,SenatorBaldwin,RepSwalwell,SenSchumer,NydiaVelazquez,SenatorCardin,NancyPelosi,RepPaulTonko,SenatorKirk,RepBarbaraLee,RepAdams,RepReneeEllmers,SusanWBrooks,RepLoisFrankel,SenJohnMcCain,SenTedCruz,SpeakerRyan,USRepLong,USRepKCastor,SenBlumenthal,RepLujanGrisham,SenGillibrand,senatemajldr,RepScottPeters,SpeakerBoehner,marcorubio,RepMarciaFudge,JimLangevin,SenatorTomUdall,RepGraceMeng,SenatorTester,MarioDB,SenatorMenendez,RepGregoryMeeks,janschakowsky,SenDeanHeller,JoaquinCastrotx,CongHuelskamp,RonWyden,LEETERRYNE,SenatorDurbin,RepPeteOlson,RepKClark,SenFeinstein,RepDanKildee,RepCummings,cathymcmorris,SenatorFischer,SenCapito,RepGoodlatte,RepDelBene,BruceBraley,RepSamGraves,RepDianeBlack,RoyBlunt,RepGwenMoore,RepRubenGallego,RepRichHudson,RepRoybalAllard,rep_stevewomack,RepTedDeutch,PattyMurray,JohnCornyn,RepDianaDeGette,SenJackReed,SenatorTimScott,SenatorHeitkamp,RepFredUpton,RepJerryNadler,McCaskillOffice,GKButterfield,RepBrianHiggins,repcleaver,SenPatRoberts,RepDonaldPayne,replouiegohmert,SenatorSinema,SenatorCarper,SenatorLankford,RepRichardHanna,RepCardenas,SenWhitehouse,RepHartzler,RepLowenthal,SenBobCasey,SenatorWicker,RepGaramendi,BobbyScott,BettyMcCollum04,RepVeasey,RepSpeier,rosadelauro,keithellison,RepEBJ,RepRaulGrijalva,RepTimWalz,RepRickLarsen,SenFranken,MikeCrapo,RepPerlmutter,RepCicilline,JacksonLeeTX18,RepEsty,GOPLeader,MikeKellyPA,RepRobinKelly,RepTerriSewell,repjohnkline,RepDold,RepKevinBrady,RepEdRoyce,RepMeehan,SteveScalise,ChrisMurphyCT,RepJoeKennedy,RepDWStweets,RepBillFlores,WaxmanClimate,chakafattah,Sen_JoeManchin,RepFitzpatrick,RepDougCollins,KeithRothfus,SenDonnelly,TulsiPress,RepRickCrawford,RepHankJohnson,SenGaryPeters,PeterRoskam,SenAlexander,RepFincherTN08,RepFrankGuinta,SenBooker,RepSteveIsrael,SteveDaines,RepMcKinley,SenatorIsakson,RepErikPaulsen,RepCuellar,RepLipinski,RepJoeBarton,RepChrisCollins,RepStephenLynch,RepScottRigell,RepCheri,RepDennyHeck,JackKingston,MarkWarner,boblatta,RepMarcyKaptur,RepMikeHonda,RepLoBiondo,PatrickMcHenry,maziehirono,RodneyDavis,SenJohnHoeven,RepTimRyan,RepAdrianSmith,SenBobCorker,RepTomGraves,DesJarlaisTN04,GovRonDeSantis,RepJohnConyers,RepGusBilirakis,louiseslaughter,RepJasonSmith,BillCassidy,RepWalorski,SenAngusKing,RepTomPrice,RepSeanMaloney,RepSteveStivers,RepKristiNoem,RepStevePearce,SenDuckworth,RepKarenBass,RepChrisStewart,SenMikeLee,RepSteveChabot,RepLarryBucshon,RepDLamborn,RepBillFoster,JudgeCarter,RepAnnWagner,DarrellIssa,RepKevinYoder,RepDavid,RepAndyBarr,RepSeanDuffy,RepJimRenacci,RepMcNerney,RepPhilGingrey,SenTomCotton,RepLindaSanchez,SenLandrieu,RepJeffries,RepAdamSchiff,RepCharlieDent,SenatorShaheen,RepBradWenstrup,RandyNeugebauer,RepLynnJenkins,RepGosar,RepTomMarino,SenJohnBarrasso,michaelcburgess,RepJeffDenham,PeteSessions,RepKenMarchant,USRepRickNolan,RepHuffman,RepJoeCourtney,JohnBoozman,RepDaveJoyce,RepLouBarletta,RepAnnieKuster,RepDennisRoss,aaronschock,RepBillJohnson,RepCartwright,SenatorHarkin,RepLoisCapps,SenSherrodBrown,RepBonamici,MarshaBlackburn,RepMikeRogersAL,RepJohnYarmuth,RepBera,RepJBridenstine,ToddRokita,RepThomasMassie,SenCoonsOffice,RepGeneGreen,SenRonJohnson,RepMikeTurner,RepRWilliams,jahimes,SenatorBegich,RepMikeRogers,USRepDavidJolly,RepJeffDuncan,JuliaBrownley26,RepWebster,JohnCarneyDE,SenSanders,lisamurkowski,MicheleBachmann,DorisMatsui,RepMullin,SenKevinCramer,JerryMoran,askgeorge,TomRooney,Call_Me_Dutch,SenToomey,SenatorBarb,SenatorBoxer,MaxineWaters,amyklobuchar,RepBobGibbs,RepShimkus,RepJimCosta,RepPaulCook,RepMikeCoffman,SenatorEnzi,ChrisVanHollen,RepAndreCarson,SenJohnThune,LorettaSanchez,DocHastings,GerryConnolly,RobWittman,NitaLowey,GrahamBlog,jaredpolis,PeterWelch,RepZoeLofgren,RepRibble,farenthold,RepRichmond,RepBillShuster,RepRobWoodall,TGowdySC,repsandylevin,RepWalberg,SenBennetCO,RepMcCaul,TXRandy14,SenatorBurr,RepHastingsFL,jasoninthehouse,RepAdamSmith,RepLukeMesser,SenCoryGardner,RepScottPerry,RepPittenger,RepMarthaRoby,RepDaveBrat,LamarSmithTX21,TimBishopNY,SanfordBishop,SenatorReid,InhofePress,SenThadCochran,RepBlaine,davereichert,BillPascrell,RepGarrett,RepMarkTakano,SenDanCoats,RepJohnLarson,RepTipton,RepAndyHarrisMD,SenWarren,RepDerekKilmer,RepRobertHurt,RepTomReed,RepStutzman,RepTierney,Jim_Jordan,SenStabenow,CongPalazzo,SenBrianSchatz,JeffFortenberry,RepFilemonVela,RepAnnaEshoo,KenCalvert,RepHalRogers,RepCurtClawson,RepTomRice,GreggHarper,RepJoeWilson,johnculberson,Clyburn,virginiafoxx,RepJimMcDermott,RepChrisSmith,RepSanfordSC,repdavidscott,MarkAmodeiNV2,RepMGriffith,RepKayGranger,ConawayTX11,SenatorCollins,SteveKingIA,RepDavidValadao,JeffFlake,RepSarbanes,TomLatham,RepEdWhitfield,VernBuchanan,ChuckGrassley,RepRichardNeal,SenatorRisch,USRepRodney,CongressmanRuiz,SenShelby,RepMoBrooks,RepFleming,Jim_Moran,RepTedYoho,RepPeterDeFazio,repdonyoung,AustinScottGA08,RepHanabusa,RepRonKind,RepGuthrie,RepSchrader,RepHensarling,BillOwensNY,daveloebsack,RepVisclosky,BradSherman,JimPressOffice,TomColeOK04,repjohnlewis,MacTXPress,RepBobbyRush,SenJohnsonSD,collinpeterson,repbenraylujan,USRepMikeDoyle,AnderCrenshaw,DrPhilRoe,Randy_Forbes,BennieGThompson,RepMarkMeadows,SaxbyChambliss,CongressmanDan,CynthiaLummis,repgregwalden,RepJimMatheson,RepJohnDuncanJr,Robert_Aderholt,congbillposey,HowardCoble,SamsPressShop,RepLaMalfa,RepBrady,RepHolding,Rep_Hunter,BuckMcKeon,RepGaryMiller,HerreraBeutler,mikecapuano,RepFrankLucas,RepPeteKing,CandiceMiller,CongMikeSimpson,BlumenauerMedia,RepMcClintock,LuisGutierrez,SenBillNelson,RepMcCarthyNY,DanaRohrabacher,BachusAL06,DuncanHunter,jeffsessions,EleanorNorton,MikeKellyforPA,RandPaul,RepRobBishop,SenToddYoung,GeorgeHolding,RepHuizenga,RepJoseSerrano,RepSusanDavis,USRepKeating,RepWalterJones,ChrisCoons,timkaine,RepCohen,RepJuanVargas,RepDannyDavis,ChelliePingree,repblumenauer,RepJimCooper,RepSires,RepLloydDoggett,Repkirkpatrick,RepAlGreen,RepJudyChu,SenatorCantwell,RepDavidEPrice,SecPompeo,MartinHeinrich,justinamash,DevinNunes,GraceNapolitano,RepChuck,RepEliotEngel
RepSamGraves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,23,0,12,0,0,0,27,12,0,0,7,28,0,0,0,30,0,0,0,0,0,40,5,0,18,0,0,19,0,0,0,0,30,0,4,0,8,36,22,45,0,3,18,1,0,0,0,39,0,0,8,0,0,0,15,28,18,41,41,3,14,2,4,0,0,24,0,24,10,21,8,0,21,0,22,11,17,19,12,9,11,22,38,2,17,15,23,0,67,0,0,0,8,20,11,41,23,10,17,35,21,13,0,29,20,0,21,12,0,0,17,14,24,4,25,0,19,20,28,0,38,19,17,24,19,17,32,16,3,13,28,10,5,20,11,25,2,5,4,0,0,0,17,7,9,10,26,11,2,16,0,2,0,0,5,7,7,0,0,20,7,0,0,5,13,12,0,0,9,19,11,22,6,13,0,0,24,0,7,33,31,13,7,19,0,8,22,0,2,9,7,8,7,12,11,22,10,31,4,8,23,29,5,6,22,11,2,0,11,29,19,21,0,0,0,0,17,20,4,16,33,40,17,1,18,12,4,4,26,13,0,11,0,20,20,6,18,2,11,0,5,0,5,15,8,1,26,26,5,0,5,20,8,6,5,2,12,12,6,15,5,5,9,15,3,18,32,6,0,1,11,0,10,6,9,10,13,8,7,10,2,1,6,11,7,11,4,6,1,0,0,9,1,0,3,3,0,11,3,7,10,15,1,4,9,7,7,21,2,10,7,1,0,7,8,4,16,1,0,1,6,0,8,2,1,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,22,5,13,4,10,0,0,0,11,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,10,2
RepDianeBlack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,17,0,0,0,14,6,1,0,3,16,0,0,0,16,0,0,0,0,0,34,5,0,15,0,0,21,0,0,0,1,15,0,1,0,12,22,20,40,0,2,10,1,0,0,0,28,0,0,9,0,0,0,12,19,12,23,23,8,8,3,7,0,0,22,0,10,7,23,6,0,11,0,20,14,20,17,11,8,8,13,28,2,15,10,22,0,26,0,0,0,6,15,14,18,9,17,10,26,19,18,0,12,12,0,16,7,0,0,7,7,8,11,17,0,21,16,17,0,25,17,20,18,19,13,15,10,2,11,21,6,5,17,7,20,0,7,6,0,0,0,16,9,8,15,17,7,2,9,0,5,0,0,2,6,9,0,0,18,3,0,0,6,7,9,0,0,3,16,14,20,2,6,0,0,15,0,3,26,13,9,9,12,0,10,8,0,5,8,7,1,6,5,10,23,8,20,3,3,10,23,2,7,23,8,5,0,11,22,11,20,0,0,0,0,8,5,3,12,19,20,13,1,14,13,6,4,13,11,0,9,0,11,16,5,14,2,12,0,5,0,5,13,6,1,13,19,3,0,6,15,7,7,0,0,11,13,5,8,4,9,7,7,3,12,14,4,0,0,7,0,11,8,18,12,9,7,2,10,1,2,4,5,3,13,1,5,2,2,1,9,1,1,2,4,0,8,1,7,11,13,1,3,8,7,11,10,1,11,7,0,0,6,12,6,10,0,0,0,8,0,7,4,0,0,1,1,1,1,0,0,0,0,0,0,11,0,0,0,1,17,2,8,3,12,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1
RoyBlunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepGwenMoore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,18,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,0,5,0,0,0,22,22,4,0,13,27,0,0,0,7,0,0,0,0,0,18,11,0,3,0,0,14,0,0,0,4,27,0,1,0,16,11,8,16,0,1,5,4,0,0,0,9,0,0,14,0,0,0,5,13,6,10,7,14,4,5,12,0,0,10,0,21,4,6,13,0,0,0,4,8,10,6,5,23,2,16,10,2,5,8,8,0,13,0,0,0,16,6,7,8,4,8,16,10,7,6,0,5,7,0,8,12,0,0,17,4,17,16,13,0,10,7,6,0,13,7,7,10,6,6,20,21,1,6,7,5,8,6,8,6,0,15,18,0,0,0,6,20,12,5,6,5,3,16,0,1,0,0,2,2,7,0,0,7,3,0,0,0,16,3,0,0,11,3,17,6,6,11,0,0,6,0,14,10,5,4,14,20,0,21,1,0,2,16,3,7,6,17,7,9,18,12,2,3,11,10,6,4,6,6,16,0,24,8,6,12,0,0,0,0,12,8,6,5,10,6,6,4,5,23,2,8,6,7,0,20,0,6,6,10,8,1,6,0,4,1,11,4,5,0,5,8,2,0,14,5,15,3,1,6,5,6,5,1,3,8,3,10,7,6,7,1,0,0,2,0,6,4,10,6,19,2,6,4,1,3,12,1,1,7,1,7,1,4,1,7,4,0,7,7,0,15,4,4,6,5,2,1,3,3,7,1,0,6,3,0,0,2,4,8,4,0,0,0,2,0,4,4,1,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,1,7,13,14,3,6,0,0,0,18,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,2,5
RepRubenGallego,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepRichHudson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepRoybalAllard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rep_stevewomack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RepTedDeutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PattyMurray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
